name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,N61311_Ctrl,N052611_Ctrl,N080611_Ctrl,N061011_Ctrl,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex
ENSG00000271793,ENSG00000271793,322.2,175,147.2,0.843,-0.2,2.8e-01,1.0e+00,0.5945,2539,163,207,144,186,165,195,137,92
ENSG00000151500,THYN1,30.8,17.2,13.5,0.775,-0.4,2.8e-01,1.0e+00,0.5954,2543,15,14,21,19,15,22,10,7
ENSG00000266173,STRADA,35,20.2,14.8,0.754,-0.4,2.8e-01,1.0e+00,0.5955,2544,14,20,21,26,24,12,17,6
ENSG00000130921,MTRFR,31,17,14,0.815,-0.3,2.8e-01,1.0e+00,0.5955,2545,13,12,24,19,14,16,12,14
ENSG00000157500,APPL1,102,48.2,53.8,1.109,0.1,2.8e-01,1.0e+00,0.5958,2546,46,47,47,53,51,53,61,50
ENSG00000139719,VPS33A,43.2,23.8,19.5,0.829,-0.3,2.8e-01,1.0e+00,0.5958,2547,22,22,24,27,17,29,17,15
ENSG00000180776,ZDHHC20,134,71.2,62.8,0.883,-0.2,2.8e-01,1.0e+00,0.5958,2547,71,80,72,62,48,65,74,64
ENSG00000182108,DEXI,49,22,27,1.237,0.3,2.8e-01,1.0e+00,0.5958,2548,23,20,15,30,35,30,18,25
ENSG00000180573,H2AC6,59.2,33.5,25.8,0.776,-0.4,2.8e-01,1.0e+00,0.5964,2551,19,40,31,44,25,13,28,37
ENSG00000215375,MYL5,24.5,13.8,10.8,0.786,-0.3,2.8e-01,1.0e+00,0.5964,2552,13,12,16,14,7,8,17,11
ENSG00000112343,TRIM38,110.8,51.5,59.2,1.154,0.2,2.8e-01,1.0e+00,0.5964,2552,54,43,62,47,61,71,44,61
ENSG00000116237,ICMT,220.5,103.5,117,1.127,0.2,2.8e-01,1.0e+00,0.5964,2553,105,119,99,91,128,115,135,90
ENSG00000182481,KPNA2,105,56.5,48.5,0.86,-0.2,2.8e-01,1.0e+00,0.5964,2554,45,63,65,53,63,48,46,37
ENSG00000126709,IFI6,47,21,26,1.25,0.3,2.8e-01,1.0e+00,0.5964,2555,23,29,13,19,19,36,22,27
ENSG00000168306,ACOX2,35.2,20,15.2,0.779,-0.4,2.8e-01,1.0e+00,0.5964,2555,23,20,23,14,18,7,14,22
ENSG00000115486,GGCX,97.2,51.8,45.5,0.88,-0.2,2.8e-01,1.0e+00,0.5966,2556,57,56,50,44,36,44,53,49
ENSG00000275176,ACACA,72.8,42,30.8,0.737,-0.4,2.8e-01,1.0e+00,0.5966,2557,47,61,13,47,44,25,25,29
ENSG00000179912,R3HDM2,121,65.2,55.8,0.852,-0.2,2.8e-01,1.0e+00,0.5966,2558,53,72,76,60,51,53,42,77
ENSG00000031003,FAM13B,116.5,62.8,53.8,0.855,-0.2,2.8e-01,1.0e+00,0.5966,2558,48,59,65,79,44,47,70,54
ENSG00000170633,RNF34,38.2,17,21.2,1.281,0.4,2.8e-01,1.0e+00,0.5966,2559,15,20,16,17,36,12,20,17
ENSG00000152767,FARP1,231.2,107.5,123.8,1.154,0.2,2.8e-01,1.0e+00,0.5967,2560,94,104,129,103,112,105,171,107
ENSG00000103495,MAZ,104.8,57,47.8,0.842,-0.2,2.8e-01,1.0e+00,0.5967,2560,58,41,57,72,59,32,49,51
ENSG00000168528,SERINC2,144,64.5,79.5,1.238,0.3,2.8e-01,1.0e+00,0.5967,2561,61,89,68,40,68,84,112,54
ENSG00000132964,CDK8,25,11.2,13.8,1.222,0.3,2.8e-01,1.0e+00,0.5968,2562,13,9,14,9,16,16,11,12
ENSG00000162636,EEIG2,54,30,24,0.812,-0.3,2.8e-01,1.0e+00,0.5969,2563,41,30,18,31,18,28,28,22
ENSG00000133983,COX16,33.2,15,18.2,1.205,0.3,2.8e-01,1.0e+00,0.5981,2569,18,10,17,15,16,18,22,17
ENSG00000111752,PHC1,85.8,46,39.8,0.866,-0.2,2.8e-01,1.0e+00,0.5982,2570,53,46,41,44,49,36,29,45
ENSG00000160695,VPS11,97.2,52.2,45,0.86,-0.2,2.8e-01,1.0e+00,0.5982,2570,60,42,53,54,55,38,53,34
ENSG00000213462,ERV3-1,21.5,12,9.5,0.81,-0.3,2.8e-01,1.0e+00,0.5982,2571,13,11,9,15,8,11,9,10
ENSG00000117984,CTSD,757.2,395.5,361.8,0.914,-0.1,2.8e-01,1.0e+00,0.5982,2572,390,391,415,386,339,351,419,338
ENSG00000156411,ATP5MJ,52.5,29.2,23.2,0.799,-0.3,2.8e-01,1.0e+00,0.5982,2572,45,21,28,23,28,17,27,21
ENSG00000137070,IL11RA,34,19.5,14.5,0.759,-0.4,2.8e-01,1.0e+00,0.5983,2573,24,21,9,24,18,8,13,19
ENSG00000185909,KLHDC8B,37.2,16,21.2,1.333,0.4,2.8e-01,1.0e+00,0.5983,2574,18,18,15,13,21,35,8,21
ENSG00000169972,PUSL1,17.2,10,7.2,0.743,-0.4,2.8e-01,1.0e+00,0.5983,2574,11,5,14,10,10,9,5,5
ENSG00000127511,SIN3B,102.2,55,47.2,0.86,-0.2,2.8e-01,1.0e+00,0.5983,2575,64,49,64,43,58,44,50,37
ENSG00000183826,BTBD9,43.5,19.5,24,1.243,0.3,2.8e-01,1.0e+00,0.5985,2576,13,26,23,16,18,31,20,27
ENSG00000100395,L3MBTL2,44.2,24.5,19.8,0.814,-0.3,2.8e-01,1.0e+00,0.5985,2577,23,24,20,31,15,30,17,17
ENSG00000148343,MIGA2,53.5,24.8,28.8,1.174,0.2,2.8e-01,1.0e+00,0.5985,2578,32,25,22,20,33,30,23,29
ENSG00000196712,NF1,209.5,111.5,98,0.88,-0.2,2.8e-01,1.0e+00,0.5985,2578,90,105,130,121,82,86,110,114
ENSG00000122566,HNRNPA2B1,646.2,303,343.2,1.132,0.2,2.8e-01,1.0e+00,0.5985,2579,363,282,260,307,424,351,282,316
ENSG00000153814,JAZF1,80.8,43.5,37.2,0.863,-0.2,2.8e-01,1.0e+00,0.5987,2580,37,41,43,53,33,35,32,49
ENSG00000131759,RARA,65.8,36,29.8,0.827,-0.3,2.8e-01,1.0e+00,0.5988,2581,38,37,30,39,46,23,22,28
ENSG00000087365,SF3B2,356,185.5,170.5,0.921,-0.1,2.8e-01,1.0e+00,0.5998,2586,173,184,185,200,171,158,173,180
ENSG00000120697,ALG5,41.8,19,22.8,1.205,0.3,2.8e-01,1.0e+00,0.5998,2587,21,14,26,15,23,19,27,22
ENSG00000134077,THUMPD3,59,32,27,0.854,-0.2,2.8e-01,1.0e+00,0.5999,2588,28,33,31,36,23,28,36,21
ENSG00000135211,TMEM60,24.5,10.8,13.8,1.279,0.4,2.8e-01,1.0e+00,0.5999,2589,12,7,8,16,15,18,12,10
ENSG00000092931,MFSD11,36.5,21,15.5,0.741,-0.4,2.8e-01,1.0e+00,0.5999,2589,20,23,12,29,17,14,6,25
ENSG00000067064,IDI1,37.2,20.5,16.8,0.833,-0.3,2.8e-01,1.0e+00,0.6001,2591,22,24,21,15,22,16,14,15
ENSG00000120885,CLU,1260.5,677.8,582.8,0.86,-0.2,2.8e-01,1.0e+00,0.6004,2593,663,801,634,613,467,820,465,579
ENSG00000005302,MSL3,39.8,17.8,22,1.23,0.3,2.8e-01,1.0e+00,0.6004,2593,15,17,12,27,21,19,21,27
ENSG00000135631,RAB11FIP5,171,91,80,0.88,-0.2,2.8e-01,1.0e+00,0.6004,2594,104,97,64,99,88,72,80,80
ENSG00000138375,SMARCAL1,58.8,31.5,27.2,0.87,-0.2,2.8e-01,1.0e+00,0.6004,2594,33,30,33,30,20,30,31,28
ENSG00000283780,MAML1,41.8,25.8,16,0.619,-0.7,2.8e-01,1.0e+00,0.6004,2595,18,35,34,16,16,33,15,0
ENSG00000131873,CHSY1,64.5,35.5,29,0.818,-0.3,2.8e-01,1.0e+00,0.6004,2596,44,30,35,33,20,31,44,21
ENSG00000156858,PRR14,41.2,19,22.2,1.18,0.2,2.8e-01,1.0e+00,0.6004,2596,22,14,19,21,21,27,18,23
ENSG00000197646,PDCD1LG2,38,21,17,0.815,-0.3,2.8e-01,1.0e+00,0.6004,2597,20,26,21,17,13,24,19,12
ENSG00000170271,FAXDC2,177.2,79,98.2,1.241,0.3,2.8e-01,1.0e+00,0.6004,2597,86,84,65,81,85,142,49,117
ENSG00000111328,CDK2AP1,220.2,117.8,102.5,0.869,-0.2,2.8e-01,1.0e+00,0.6004,2598,149,95,113,114,121,99,113,77
ENSG00000189180,ZNF33A,48,26.8,21.2,0.804,-0.3,2.8e-01,1.0e+00,0.6004,2599,17,29,39,22,19,29,18,19
ENSG00000100104,SRRD,24.2,10.8,13.5,1.275,0.4,2.8e-01,1.0e+00,0.6004,2599,5,12,15,11,14,12,14,14
ENSG00000156711,MAPK13,30.8,13.2,17.5,1.344,0.4,2.8e-01,1.0e+00,0.6004,2600,7,11,21,14,12,12,27,19
ENSG00000161526,SAP30BP,54,29.2,24.8,0.847,-0.2,2.8e-01,1.0e+00,0.6004,2600,32,32,23,30,18,24,30,27
ENSG00000285238,ENSG00000285238,27.8,8.5,19.2,2.269,1.2,2.8e-01,1.0e+00,0.6004,2601,0,11,12,11,35,0,42,0
ENSG00000103066,PLA2G15,80,37.5,42.5,1.134,0.2,2.8e-01,1.0e+00,0.6004,2602,31,41,36,42,38,48,38,46
ENSG00000198081,ZBTB14,21.5,12.5,9,0.717,-0.5,2.8e-01,1.0e+00,0.6004,2602,12,10,10,18,11,16,6,3
ENSG00000154330,PGM5,207,115.5,91.5,0.793,-0.3,2.8e-01,1.0e+00,0.6004,2603,100,142,59,161,68,96,77,125
ENSG00000114861,FOXP1,142,74.8,67.2,0.9,-0.2,2.8e-01,1.0e+00,0.6008,2605,64,86,70,79,67,72,61,69
ENSG00000165699,TSC1,110.2,46.2,64,1.38,0.5,2.8e-01,1.0e+00,0.6008,2606,13,78,30,64,49,67,63,77
ENSG00000099942,CRKL,127.2,60.5,66.8,1.11,0.1,2.9e-01,1.0e+00,0.6008,2606,61,52,60,69,61,75,66,65
ENSG00000087301,TXNDC16,26.5,11.8,14.8,1.258,0.3,2.9e-01,1.0e+00,0.6008,2607,12,9,10,16,13,16,10,20
ENSG00000001036,FUCA2,170.5,90.8,79.8,0.878,-0.2,2.9e-01,1.0e+00,0.6008,2608,73,108,86,96,88,95,69,67
ENSG00000105443,CYTH2,81.2,43.8,37.5,0.859,-0.2,2.9e-01,1.0e+00,0.6008,2608,38,38,50,49,40,38,26,46
ENSG00000110011,DNAJC4,34,18.8,15.2,0.83,-0.3,2.9e-01,1.0e+00,0.6008,2609,23,22,14,16,18,13,17,13
ENSG00000130254,SAFB2,91.5,42.8,48.8,1.137,0.2,2.9e-01,1.0e+00,0.6012,2611,34,42,48,47,53,51,40,51
ENSG00000226634,DDAH2,56.2,38,18.2,0.486,-1,2.9e-01,1.0e+00,0.6013,2612,4,38,49,61,0,14,2,57
ENSG00000105483,CARD8,37.8,21.5,16.2,0.76,-0.4,2.9e-01,1.0e+00,0.6015,2614,9,28,27,22,12,21,13,19
ENSG00000204160,ZDHHC18,40.2,18.8,21.5,1.169,0.2,2.9e-01,1.0e+00,0.6015,2614,23,20,17,15,22,23,19,22
ENSG00000135776,ABCB10,24.8,13.8,11,0.817,-0.3,2.9e-01,1.0e+00,0.6015,2615,10,16,14,15,10,12,13,9
ENSG00000088367,EPB41L1,121.5,66,55.5,0.842,-0.2,2.9e-01,1.0e+00,0.6015,2615,55,58,85,66,38,54,76,54
ENSG00000136542,GALNT5,261.5,143.2,118.2,0.825,-0.3,2.9e-01,1.0e+00,0.6016,2616,126,117,159,171,78,88,173,134
ENSG00000170310,STX8,40,21.8,18.2,0.856,-0.2,2.9e-01,1.0e+00,0.6019,2618,18,20,27,22,20,20,17,16
ENSG00000113595,TRIM23,33.2,14.5,18.8,1.28,0.4,2.9e-01,1.0e+00,0.6027,2622,16,15,8,19,11,21,20,23
ENSG00000137692,DCUN1D5,35.2,16.2,19,1.172,0.2,2.9e-01,1.0e+00,0.604,2629,17,16,15,17,22,18,15,21
ENSG00000076067,RBMS2,136.8,72.8,64,0.882,-0.2,2.9e-01,1.0e+00,0.6041,2630,90,62,76,63,71,59,70,56
ENSG00000278615,C11orf98,21.8,12,9.8,0.831,-0.3,2.9e-01,1.0e+00,0.6043,2631,13,11,13,11,11,11,8,9
ENSG00000111640,GAPDH,4094.2,2188.8,1905.5,0.871,-0.2,2.9e-01,1.0e+00,0.6046,2633,2305,2394,2178,1878,1963,1688,2525,1446
ENSG00000108671,PSMD11,92.2,48.8,43.5,0.888,-0.2,2.9e-01,1.0e+00,0.6052,2636,60,44,48,43,42,49,42,41
ENSG00000280689,BORCS5,32.8,18,14.8,0.823,-0.3,2.9e-01,1.0e+00,0.6052,2637,18,24,17,13,11,17,16,15
ENSG00000110321,EIF4G2,2398.2,1249.2,1149,0.92,-0.1,2.9e-01,1.0e+00,0.6053,2638,1344,1275,1205,1173,1173,1143,1182,1098
ENSG00000198876,DCAF12,51.2,27.5,23.8,0.864,-0.2,2.9e-01,1.0e+00,0.6053,2639,26,23,29,32,26,20,22,27
ENSG00000152952,PLOD2,184.8,104,80.8,0.778,-0.4,2.9e-01,1.0e+00,0.6053,2639,88,98,141,89,57,59,150,57
ENSG00000275723,NAPEPLD,21,12.8,8.2,0.663,-0.6,2.9e-01,1.0e+00,0.6053,2640,12,11,13,15,11,9,0,13
ENSG00000160818,GPATCH4,22.2,9,13.2,1.491,0.6,2.9e-01,1.0e+00,0.6053,2640,8,12,13,3,19,17,14,3
ENSG00000006715,VPS41,193.5,102.5,91,0.886,-0.2,2.9e-01,1.0e+00,0.6053,2641,92,112,109,97,68,107,87,102
ENSG00000119685,TTLL5,42.5,23,19.5,0.865,-0.2,2.9e-01,1.0e+00,0.6054,2642,21,21,27,23,22,17,20,19
ENSG00000111276,CDKN1B,79,42.8,36.2,0.849,-0.2,2.9e-01,1.0e+00,0.6054,2643,38,42,34,57,29,47,37,32
ENSG00000121289,CEP89,43.8,23.8,20,0.859,-0.2,2.9e-01,1.0e+00,0.6054,2643,22,28,21,24,18,19,25,18
ENSG00000170142,UBE2E1,129.5,70.2,59.2,0.845,-0.2,2.9e-01,1.0e+00,0.6054,2644,95,63,72,51,44,69,69,55
ENSG00000088179,PTPN4,28.5,12.8,15.8,1.236,0.3,2.9e-01,1.0e+00,0.6061,2647,10,16,11,14,17,19,10,17
ENSG00000140650,PMM2,48.8,22.2,26.5,1.21,0.3,2.9e-01,1.0e+00,0.6061,2648,14,21,26,28,33,24,29,20
ENSG00000150510,FAM124A,32,13.2,18.8,1.417,0.5,2.9e-01,1.0e+00,0.6061,2648,13,4,27,9,18,17,27,13
ENSG00000146555,SDK1,80,47.2,32.8,0.691,-0.5,2.9e-01,1.0e+00,0.6061,2649,36,17,38,98,41,16,30,44
ENSG00000142207,URB1,73,33,40,1.208,0.3,2.9e-01,1.0e+00,0.6061,2650,27,38,37,30,40,23,51,46
ENSG00000239305,RNF103,76.5,35.2,41.2,1.178,0.2,2.9e-01,1.0e+00,0.6061,2650,36,46,30,29,32,45,36,52
ENSG00000105612,DNASE2,84.5,45,39.5,0.876,-0.2,2.9e-01,1.0e+00,0.6061,2651,41,40,44,55,32,48,38,40
ENSG00000173581,CCDC106,22,12.2,9.8,0.796,-0.3,2.9e-01,1.0e+00,0.6061,2652,13,15,12,9,14,10,7,8
ENSG00000132676,DAP3,95.5,51,44.5,0.869,-0.2,2.9e-01,1.0e+00,0.6061,2652,63,53,50,38,46,52,37,43
ENSG00000234728,SNHG32,59.5,24.8,34.8,1.418,0.5,2.9e-01,1.0e+00,0.6061,2653,39,27,21,12,65,17,36,21
ENSG00000243667,DNAAF10,20.2,11.5,8.8,0.779,-0.4,2.9e-01,1.0e+00,0.6061,2653,12,8,14,12,11,7,5,12
ENSG00000120910,PPP3CC,32.2,14.5,17.8,1.243,0.3,2.9e-01,1.0e+00,0.6061,2654,12,16,17,13,25,16,11,19
ENSG00000167470,MIDN,86,46.2,39.8,0.858,-0.2,2.9e-01,1.0e+00,0.6061,2655,37,50,57,41,48,33,45,33
ENSG00000084072,PPIE,59.2,33,26.2,0.802,-0.3,2.9e-01,1.0e+00,0.6061,2655,30,42,16,44,25,27,24,29
ENSG00000166435,XRRA1,24.5,14.5,10,0.701,-0.5,2.9e-01,1.0e+00,0.6061,2656,13,22,9,14,4,20,6,10
ENSG00000065518,NDUFB4,62.8,33.8,29,0.864,-0.2,2.9e-01,1.0e+00,0.6061,2657,36,36,37,26,23,31,34,28
ENSG00000144591,GMPPA,64.2,35,29.2,0.84,-0.3,2.9e-01,1.0e+00,0.6061,2657,47,36,26,31,30,22,34,31
ENSG00000090339,ICAM1,27.5,11.2,16.2,1.421,0.5,2.9e-01,1.0e+00,0.6062,2658,14,9,10,12,8,31,19,7
ENSG00000136938,ANP32B,194.8,93,101.8,1.095,0.1,2.9e-01,1.0e+00,0.6068,2661,79,95,96,102,99,104,103,101
ENSG00000136754,ABI1,93.2,42.8,50.5,1.174,0.2,2.9e-01,1.0e+00,0.6068,2662,49,43,27,52,44,52,61,45
ENSG00000182095,TNRC18,373.2,179.5,193.8,1.08,0.1,2.9e-01,1.0e+00,0.607,2663,178,186,174,180,197,191,204,183
ENSG00000160961,ZNF333,30.5,17,13.5,0.811,-0.3,2.9e-01,1.0e+00,0.607,2664,13,17,16,22,12,13,19,10
ENSG00000162551,ALPL,90.2,36.8,53.5,1.459,0.5,2.9e-01,1.0e+00,0.6071,2665,18,38,63,28,34,40,113,27
ENSG00000168002,POLR2G,46.2,21,25.2,1.205,0.3,2.9e-01,1.0e+00,0.6072,2666,24,22,22,16,16,29,26,30
ENSG00000125354,SEPTIN6,21.8,9.2,12.5,1.375,0.5,2.9e-01,1.0e+00,0.6072,2667,5,4,13,15,9,11,15,15
ENSG00000087074,PPP1R15A,119,63.8,55.2,0.875,-0.2,2.9e-01,1.0e+00,0.6072,2667,70,59,65,61,55,65,38,63
ENSG00000262666,ENTREP3,45.2,27.8,17.5,0.633,-0.7,2.9e-01,1.0e+00,0.6072,2668,48,13,21,29,39,21,5,5
ENSG00000281818,MANSC1,75.8,44,31.8,0.722,-0.5,2.9e-01,1.0e+00,0.6072,2669,51,59,23,43,18,52,13,44
ENSG00000198373,WWP2,45.8,25.8,20,0.795,-0.3,2.9e-01,1.0e+00,0.6075,2671,31,20,23,29,15,12,31,22
ENSG00000011258,MBTD1,26.5,15,11.5,0.756,-0.4,2.9e-01,1.0e+00,0.6082,2674,21,12,13,14,13,17,12,4
ENSG00000140365,COMMD4,60.2,27.5,32.8,1.205,0.3,2.9e-01,1.0e+00,0.6082,2675,29,25,22,34,32,36,43,20
ENSG00000146263,MMS22L,27.5,15.2,12.2,0.82,-0.3,2.9e-01,1.0e+00,0.6086,2677,13,21,15,12,13,13,9,14
ENSG00000112763,BTN2A1,41.2,22.5,18.8,0.85,-0.2,2.9e-01,1.0e+00,0.6086,2678,20,24,27,19,22,21,18,14
ENSG00000151092,NGLY1,32,18,14,0.78,-0.4,2.9e-01,1.0e+00,0.6086,2679,13,11,19,29,17,16,12,11
ENSG00000120913,PDLIM2,215.8,113.8,102,0.896,-0.2,2.9e-01,1.0e+00,0.6086,2679,109,126,93,127,102,89,119,98
ENSG00000180801,ARSJ,128.8,58.2,70.5,1.216,0.3,2.9e-01,1.0e+00,0.6086,2680,38,73,75,47,64,62,100,56
ENSG00000116062,MSH6,92.5,43.5,49,1.117,0.2,2.9e-01,1.0e+00,0.6089,2681,40,47,41,46,52,47,42,55
ENSG00000137936,BCAR3,51.5,27.8,23.8,0.864,-0.2,2.9e-01,1.0e+00,0.6089,2682,27,34,26,24,19,27,23,26
ENSG00000274512,TBC1D3L,32.2,18.8,13.5,0.757,-0.4,2.9e-01,1.0e+00,0.6089,2683,11,21,25,18,20,12,6,16
ENSG00000196235,SUPT5H,219,114.2,104.8,0.921,-0.1,2.9e-01,1.0e+00,0.6089,2683,108,111,120,118,96,105,110,108
ENSG00000254772,EEF1G,2869,1506.2,1362.8,0.905,-0.1,2.9e-01,1.0e+00,0.6089,2684,1581,1517,1548,1379,1591,1269,1423,1168
ENSG00000198856,OSTC,126.5,58.2,68.2,1.167,0.2,2.9e-01,1.0e+00,0.6089,2685,67,52,55,59,55,98,65,55
ENSG00000114439,BBX,205.2,96.2,109,1.126,0.2,2.9e-01,1.0e+00,0.6089,2685,98,91,94,102,89,91,120,136
ENSG00000132128,LRRC41,164.2,86.8,77.5,0.891,-0.2,2.9e-01,1.0e+00,0.6089,2686,69,79,97,102,80,77,84,69
ENSG00000163607,GTPBP8,29.8,16.5,13.2,0.819,-0.3,2.9e-01,1.0e+00,0.6089,2686,13,18,13,22,15,14,14,10
ENSG00000143702,CEP170,55.5,36.5,19,0.519,-0.9,2.9e-01,1.0e+00,0.6089,2687,100,24,1,21,27,20,2,27
ENSG00000142192,APP,2220,1158.2,1061.8,0.917,-0.1,2.9e-01,1.0e+00,0.6089,2688,1168,1288,1063,1114,1082,1042,1005,1118
ENSG00000079332,SAR1A,113,49.5,63.5,1.287,0.4,2.9e-01,1.0e+00,0.6089,2688,56,39,62,41,81,38,99,36
ENSG00000168438,CDC40,51.5,28,23.5,0.847,-0.2,2.9e-01,1.0e+00,0.6089,2689,28,31,28,25,29,23,27,15
ENSG00000106460,TMEM106B,136.2,63.5,72.8,1.145,0.2,2.9e-01,1.0e+00,0.6096,2693,51,70,62,71,52,80,78,81
ENSG00000167601,AXL,402.2,192,210.2,1.096,0.1,2.9e-01,1.0e+00,0.6096,2693,177,191,190,210,244,198,189,210
ENSG00000100288,CHKB,40.2,22,18.2,0.834,-0.3,2.9e-01,1.0e+00,0.6096,2694,14,26,21,27,17,22,18,16
ENSG00000112365,ZBTB24,21.2,9.5,11.8,1.257,0.3,2.9e-01,1.0e+00,0.6096,2694,6,7,12,13,13,11,11,12
ENSG00000140526,ABHD2,165.8,75.8,90,1.186,0.2,2.9e-01,1.0e+00,0.6096,2695,79,77,50,97,80,70,88,122
ENSG00000167658,EEF2,5184,2730.8,2453.2,0.898,-0.2,2.9e-01,1.0e+00,0.6096,2696,2869,2895,2548,2611,2934,2241,2077,2561
ENSG00000105438,KDELR1,261,123.8,137.2,1.107,0.1,2.9e-01,1.0e+00,0.6096,2696,107,120,148,120,121,143,136,149
ENSG00000168899,VAMP5,94,43.2,50.8,1.176,0.2,2.9e-01,1.0e+00,0.6096,2697,48,46,27,52,57,54,41,51
ENSG00000071051,NCK2,41,18.8,22.2,1.18,0.2,2.9e-01,1.0e+00,0.6097,2698,17,14,23,21,22,18,22,27
ENSG00000233024,NPIPA9,38,16.2,21.8,1.351,0.4,3.0e-01,1.0e+00,0.6097,2699,13,22,7,23,17,28,12,30
ENSG00000090470,PDCD7,57,30.5,26.5,0.872,-0.2,3.0e-01,1.0e+00,0.6097,2699,30,27,31,34,27,29,20,30
ENSG00000137547,MRPL15,31.2,13.8,17.5,1.273,0.3,3.0e-01,1.0e+00,0.6098,2700,17,7,17,14,22,16,21,11
ENSG00000086589,RBM22,40.2,22.8,17.5,0.794,-0.3,3.0e-01,1.0e+00,0.6098,2701,19,20,25,27,26,12,22,10
ENSG00000124214,STAU1,253.8,133.5,120.2,0.9,-0.2,3.0e-01,1.0e+00,0.6099,2702,115,140,140,139,101,142,109,129
ENSG00000165512,ZNF22,31.8,14.2,17.5,1.236,0.3,3.0e-01,1.0e+00,0.6099,2703,12,11,16,18,11,21,17,21
ENSG00000136213,CHST12,56.8,25.8,31,1.213,0.3,3.0e-01,1.0e+00,0.6099,2703,14,37,24,28,29,34,31,30
ENSG00000112033,PPARD,105,49.2,55.8,1.137,0.2,3.0e-01,1.0e+00,0.6099,2704,52,43,48,54,58,41,68,56
ENSG00000197928,ZNF677,21.8,12.2,9.5,0.777,-0.4,3.0e-01,1.0e+00,0.6106,2708,16,9,11,13,15,7,6,10
ENSG00000169609,C15orf40,57.2,31.5,25.8,0.832,-0.3,3.0e-01,1.0e+00,0.6106,2708,38,35,27,26,37,23,25,18
ENSG00000002549,LAP3,104.5,46.2,58.2,1.259,0.3,3.0e-01,1.0e+00,0.6109,2710,81,35,37,32,61,74,55,43
ENSG00000205981,DNAJC19,36.8,16.8,20,1.213,0.3,3.0e-01,1.0e+00,0.6118,2714,13,21,17,16,25,25,14,16
ENSG00000104522,GFUS,23,15.8,7.2,0.481,-1.1,3.0e-01,1.0e+00,0.612,2716,31,13,0,19,18,0,0,11
ENSG00000291316,TMEM276-ZFTRAF1,22.8,13.2,9.5,0.736,-0.4,3.0e-01,1.0e+00,0.612,2716,11,10,21,11,6,12,5,15
ENSG00000163026,WDCP,18.8,10.8,8,0.761,-0.4,3.0e-01,1.0e+00,0.612,2717,12,11,12,8,11,10,8,3
ENSG00000033800,PIAS1,94.5,44.2,50.2,1.13,0.2,3.0e-01,1.0e+00,0.612,2718,50,38,41,48,48,60,42,51
ENSG00000165757,JCAD,341.5,162.8,178.8,1.097,0.1,3.0e-01,1.0e+00,0.612,2718,163,182,166,140,201,168,177,169
ENSG00000179562,GCC1,51.2,23.5,27.8,1.204,0.3,3.0e-01,1.0e+00,0.612,2719,31,25,20,18,30,32,31,18
ENSG00000155755,TMEM237,76,41.8,34.2,0.822,-0.3,3.0e-01,1.0e+00,0.612,2720,34,44,59,30,22,37,43,35
ENSG00000169045,HNRNPH1,306.2,144,162.2,1.126,0.2,3.0e-01,1.0e+00,0.612,2720,162,162,140,112,197,150,160,142
ENSG00000111341,MGP,302,119,183,1.538,0.6,3.0e-01,1.0e+00,0.612,2721,53,150,87,186,41,297,103,291
ENSG00000056972,TRAF3IP2,53.8,29.5,24.2,0.824,-0.3,3.0e-01,1.0e+00,0.612,2721,22,25,42,29,20,20,32,25
ENSG00000186716,BCR,73.5,34.2,39.2,1.14,0.2,3.0e-01,1.0e+00,0.612,2722,38,30,37,32,32,38,48,39
ENSG00000132405,TBC1D14,98.5,52.5,46,0.872,-0.2,3.0e-01,1.0e+00,0.612,2723,65,56,52,37,48,44,43,49
ENSG00000130958,SLC35D2,48.5,22.2,26.2,1.182,0.2,3.0e-01,1.0e+00,0.6124,2725,27,17,23,22,21,35,23,26
ENSG00000124532,MRS2,30.5,16.8,13.8,0.813,-0.3,3.0e-01,1.0e+00,0.613,2728,22,14,17,14,15,16,8,16
ENSG00000011243,AKAP8L,72.2,38.8,33.5,0.868,-0.2,3.0e-01,1.0e+00,0.613,2729,35,41,43,36,42,32,35,25
ENSG00000104671,DCTN6,35.8,16.5,19.2,1.171,0.2,3.0e-01,1.0e+00,0.613,2730,20,17,15,14,20,18,22,17
ENSG00000113448,PDE4D,33,11.8,21.2,1.795,0.8,3.0e-01,1.0e+00,0.6133,2731,14,6,22,5,26,3,52,4
ENSG00000173230,GOLGB1,407.8,215,192.8,0.895,-0.2,3.0e-01,1.0e+00,0.6133,2732,187,241,202,230,151,191,213,216
ENSG00000106397,PLOD3,138,64.5,73.5,1.135,0.2,3.0e-01,1.0e+00,0.6133,2733,65,68,45,80,76,71,73,74
ENSG00000163481,RNF25,28.8,15.8,13,0.843,-0.2,3.0e-01,1.0e+00,0.6133,2733,13,14,18,18,15,14,11,12
ENSG00000230669,PSMB8,18.2,11.8,6.5,0.565,-0.8,3.0e-01,1.0e+00,0.6133,2734,11,14,14,8,18,0,8,0
